sentence_id,language_code,expression,hint
368,ZH,那个人是谁？,nà ge rén shì shuí - 那个人+是+谁？
368,JA,あの人は誰ですか？,あのひとはだれですか(ano hito wa dare desu ka)
368,KO,저 사람은 누구입니까?,저+명사+은+누구+입니까 패턴. jeo sarameun nuguimnikka?
369,EN,How much is that?,Formal question about price
369,ES,¿Cuánto cuesta eso?,Pregunta formal sobre precio
369,ZH,那个多少钱？,nà ge duō shǎo qián - 那个+多少+钱？
369,JA,それはいくらですか？,それはいくらですか(sore wa ikura desu ka)
369,KO,그것은 얼마입니까?,명사+은+얼마+입니까 패턴. geugoseun eolmaimnikka?
370,EN,What do you eat for dinner today?,Extended formal question
370,ES,¿Qué comes para cenar hoy?,Pregunta formal extendida
370,ZH,今天晚上吃什么？,jīn tiān wǎn shang chī shén me
370,JA,今日の夕食は何を食べますか？,きょうのゆうしょくはなにをたべますか(kyō no yūshoku wa nani o tabemasu ka)
370,KO,오늘 저녁에 무엇을 먹습니까?,시간+에+의문사+을+동사+ㅂ니까 패턴. oneul jeonyeoge mueoseul meokseumnikka?
371,EN,And,Conjunction connecting words or sentences
371,ES,Y,Conjunción que conecta palabras u oraciones
371,ZH,和 / 然后,hé / rán hòu - 和/然后 (그리고)
371,JA,そして,そして(soshite) - そして (그리고)
371,KO,그리고,접속사. 앞뒤 내용을 연결. geurigo
372,EN,Very good,Phrase: adverb + adjective
372,ES,Muy bueno,Frase: adverbio + adjetivo
372,ZH,非常好,fēi cháng hǎo - 非常+好 (매우+좋다)
372,JA,とてもいい,とてもいい(totemo ii) - とても+いい (매우+좋다)
372,KO,매우 좋다,부사+형용사 패턴. '매우'는 정도 부사. maeu jota
373,EN,Really delicious,Phrase: adverb + adjective
373,ES,Realmente delicioso,Frase: adverbio + adjetivo
373,ZH,真的很好吃,zhēn de hěn hǎo chī - 真的+很+好吃 (정말+맛있다)
373,JA,本当においしい,ほんとうにおいしい(hontō ni oishii)
373,KO,정말 맛있다,부사+형용사 패턴. '정말'은 강조 부사. jeongmal masitda
374,EN,Very big,Phrase: adverb + adjective
374,ES,Muy grande,Frase: adverbio + adjetivo
374,ZH,非常大,fēi cháng dà - 非常+大 (아주+크다)
374,JA,とても大きい,とてもおおきい(totemo ōkii)
374,KO,아주 크다,부사+형용사 패턴. '아주'는 정도 부사. aju keuda
375,EN,The rice is very delicious,Subject + adverb + adjective sentence
375,ES,El arroz es muy delicioso,Oración: sujeto + adverbio + adjetivo
375,ZH,饭非常好吃,fàn fēi cháng hǎo chī - 饭+非常+好吃
375,JA,ご飯がとてもおいしいです,ごはんがとてもおいしいです(gohan ga totemo oishii desu)
375,KO,밥이 매우 맛있습니다,명사+이+부사+형용사 패턴. babi maeu masitseumnida
376,EN,The weather is really nice,Subject + adverb + adjective sentence
376,ES,El clima es realmente bueno,Oración con adverbio
376,ZH,天气真的很好,tiān qì zhēn de hěn hǎo
376,JA,天気が本当にいいです,てんきがほんとうにいいです(tenki ga hontō ni ii desu)
376,KO,날씨가 정말 좋습니다,명사+가+부사+형용사 패턴. nalssiga jeongmal jotseumnida
377,EN,The house is very big,Subject + adverb + adjective sentence
377,ES,La casa es muy grande,Oración con adverbio
377,ZH,家非常大,jiā fēi cháng dà - 家+非常+大
377,JA,家がとても大きいです,いえがとてもおおきいです(ie ga totemo ōkii desu)
377,KO,집이 아주 큽니다,명사+이+부사+형용사 패턴. jibi aju keumnida
378,EN,The coffee is very hot,Subject + adverb + adjective sentence
378,ES,El café está muy caliente,Oración con adverbio
378,ZH,咖啡非常热,kā fēi fēi cháng rè
378,JA,コーヒーがとても熱いです,コーヒーがとてもあついです(kōhī ga totemo atsui desu)
378,KO,커피가 매우 뜨겁습니다,명사+가+부사+형용사 패턴. keopiga maeu tteugeopseumnida
379,EN,She is a really good teacher,Extended sentence with adverb
379,ES,Ella es una profesora realmente buena,Oración extendida con adverbio
379,ZH,她真的是一个好老师,tā zhēn de shì yí ge hǎo lǎo shī
379,JA,彼女は本当にいい先生です,かのじょはほんとうにいいせんせいです(kanojo wa hontō ni ii sensei desu)
379,KO,그녀는 정말 좋은 선생님입니다,주어+부사+관형사형+명사+입니다. geunyeoneun jeongmal joeun seonsaengnimimnida
380,EN,This is very good,Subject + adverb + adjective sentence
380,ES,Esto es muy bueno,Oración con adverbio
380,ZH,这个非常好,zhè ge fēi cháng hǎo
380,JA,これはとてもいいです,これはとてもいいです(kore wa totemo ii desu)
380,KO,이것은 아주 좋습니다,이것+은+부사+형용사 패턴. igoseun aju jotseumnida
381,EN,That's correct,Affirmation expression
381,ES,Es correcto,Expresión de afirmación
381,ZH,对的,"duì de - 对的 (맞다, 옳다)"
381,JA,そうです,そうです(sō desu) - そうです (맞습니다)
381,KO,맞습니다,긍정 표현. 사실이 옳음을 확인. matseumnida
382,EN,Of course,Strong affirmation
382,ES,Por supuesto,Afirmación fuerte
382,ZH,当然,dāng rán - 当然 (물론)
382,JA,もちろん,もちろん(mochiron) - もちろん (물론)
382,KO,물론,강한 긍정 부사. 당연하다는 뜻. mullon
383,EN,"Yes, that's fine",Agreement expression
383,ES,"Sí, está bien",Expresión de acuerdo
383,ZH,是的，很好,"shì de, hěn hǎo - 是的+很好 (네+좋습니다)"
383,JA,はい、いいです,"はい、いいです(hai, ii desu)"
383,KO,"네, 좋습니다","긍정+동의 표현. ne, jotseumnida"
384,EN,"No, it's okay",Polite refusal
384,ES,"No, está bien",Rechazo cortés
384,ZH,不，没关系,"bù, méi guān xi - 不+没关系 (아니요+괜찮습니다)"
384,JA,いいえ、大丈夫です,"いいえ、だいじょうぶです(iie, daijōbu desu)"
384,KO,"아니요, 괜찮습니다","부정+거절 표현. 정중한 거절. aniyo, gwaenchanseumnida"
385,EN,Maybe tomorrow,Phrase: uncertainty + time
385,ES,Quizás mañana,Frase: incertidumbre + tiempo
385,ZH,也许明天,yě xǔ míng tiān - 也许+明天 (아마도+내일)
385,JA,たぶん明日,たぶんあした(tabun ashita) - たぶん+明日
385,KO,아마도 내일,추측부사+시간 패턴. '아마도'는 불확실한 추측. amado naeil
386,EN,This is correct,Subject + adjective sentence
386,ES,Esto es correcto,Oración: sujeto + adjetivo
386,ZH,这是对的,zhè shì duì de - 这+是+对的
386,JA,これは正しいです,これはただしいです(kore wa tadashii desu)
386,KO,이것은 맞습니다,이것+은+형용사 패턴. igoseun matseumnida
387,EN,That is not it,Negation sentence
387,ES,Eso no es,Oración de negación
387,ZH,那不是,nà bú shì - 那+不是 (그것+아니다)
387,JA,それは違います,それはちがいます(sore wa chigaimasu)
387,KO,그것은 아닙니다,명사+은+아닙니다 패턴. 부정 서술. geugoseun animnida
388,EN,There is no water,Negation of existence
388,ES,No hay agua,Negación de existencia
388,ZH,没有水,méi yǒu shuǐ - 没有+水 (없다+물)
388,JA,水はありません,みずはありません(mizu wa arimasen)
388,KO,물은 없습니다,명사+은+없습니다 패턴. 부재 표현. mureun eopsseumnida
389,EN,That is certain,Subject + adjective sentence
389,ES,Eso es seguro,Oración: sujeto + adjetivo
389,ZH,那是确定的,nà shì què dìng de - 那+是+确定的
389,JA,それは確かです,それはたしかです(sore wa tashika desu)
389,KO,그것은 확실합니다,명사+은+형용사 패턴. geugoseun hwaksilhamnida
390,EN,I don't go to school today,Negative sentence with time
390,ES,No voy a la escuela hoy,Oración negativa con tiempo
390,ZH,我今天不去学校,wǒ jīn tiān bú qù xué xiào
390,JA,私は今日学校に行きません,わたしはきょうがっこうにいきません(watashi wa kyō gakkō ni ikimasen)
390,KO,나는 오늘 학교에 가지 않습니다,주어+시간+장소에+동사+지 않습니다 패턴. 부정문. naneun oneul hakgyoe gaji anseumnida
391,EN,Always,Frequency adverb meaning every time
391,ES,Siempre,Adverbio de frecuencia que significa cada vez
391,ZH,总是,zǒng shì - 总是 (항상)
391,JA,いつも,いつも(itsumo) - いつも (항상)
391,KO,항상,빈도 부사. 언제나 늘. hangsang
392,EN,"Just a little, please",Quantity request phrase
392,ES,"Solo un poco, por favor",Frase de solicitud de cantidad
392,ZH,请给我一点点,qǐng gěi wǒ yì diǎn diǎn - 请+给我+一点点
392,JA,少しだけください,すこしだけください(sukoshi dake kudasai)
392,KO,조금만 주세요,양+만+주세요 패턴. '만'은 한정 조사. jogeumman juseyo
393,EN,A lot of water,Phrase: noun + quantity
393,ES,Mucha agua,Frase: sustantivo + cantidad
393,ZH,很多水,hěn duō shuǐ - 很多+水 (많이+물)
393,JA,水をたくさん,みずをたくさん(mizu o takusan) - 水+を+たくさん
393,KO,물 많이,명사+양 부사 패턴. mul mani
394,EN,Sometimes the park,Phrase: frequency + place
394,ES,A veces el parque,Frase: frecuencia + lugar
394,ZH,偶尔去公园,ǒu ěr qù gōng yuán - 偶尔+公园 (가끔+공원)
394,JA,時々公園,ときどきこうえん(tokidoki kōen) - 時々+公園
394,KO,가끔 공원,빈도부사+장소 패턴. gakkeum gongwon
395,EN,I always eat breakfast,Sentence with frequency adverb
395,ES,Siempre desayuno,Oración con adverbio de frecuencia
395,ZH,我总是吃早餐,wǒ zǒng shì chī zǎo cān
395,JA,私はいつも朝食を食べます,わたしはいつもちょうしょくをたべます(watashi wa itsumo chōshoku o tabemasu)
395,KO,나는 항상 아침을 먹습니다,주어+빈도부사+목적어+을+동사 패턴. naneun hangsang achimeul meokseumnida
396,EN,I drink a lot of water,Sentence with quantity adverb
396,ES,Bebo mucha agua,Oración con adverbio de cantidad
396,ZH,喝很多水,hē hěn duō shuǐ - 喝+很多+水
396,JA,水をたくさん飲みます,みずをたくさんのみます(mizu o takusan nomimasu)
396,KO,물을 많이 마십니다,목적어+을+양부사+동사 패턴. mureul mani masimnida
397,EN,I sometimes watch movies,Sentence with frequency adverb
397,ES,A veces veo películas,Oración con adverbio de frecuencia
397,ZH,偶尔看电影,ǒu ěr kàn diàn yǐng - 偶尔+看+电影
397,JA,時々映画を見ます,ときどきえいがをみます(tokidoki eiga o mimasu)
397,KO,가끔 영화를 봅니다,빈도부사+목적어+를+동사 패턴. gakkeum yeonghwareul bomnida
398,EN,I drink a little milk,Sentence with quantity adverb
398,ES,Bebo un poco de leche,Oración con adverbio de cantidad
398,ZH,喝一点牛奶,hē yì diǎn niú nǎi - 喝+一点+牛奶
398,JA,牛乳を少し飲みます,ぎゅうにゅうをすこしのみます(gyūnyū o sukoshi nomimasu)
398,KO,우유를 조금 마십니다,목적어+를+양부사+동사 패턴. uyureul jogeum masimnida
399,EN,I often eat fruit,Sentence with frequency adverb
399,ES,A menudo como fruta,Oración con adverbio de frecuencia
399,ZH,经常吃水果,jīng cháng chī shuǐ guǒ - 经常+吃+水果
399,JA,よく果物を食べます,よくくだものをたべます(yoku kudamono o tabemasu)
399,KO,과일을 자주 먹습니다,목적어+를+빈도부사+동사 패턴. gwaireul jaju meokseumnida
400,EN,I drink milk every morning,Extended sentence with frequency and time
400,ES,Bebo leche cada mañana,Oración extendida con frecuencia y tiempo
400,ZH,我每天早上喝牛奶,wǒ měi tiān zǎo shang hē niú nǎi
400,JA,私は毎朝牛乳を飲みます,わたしはまいあさぎゅうにゅうをのみます(watashi wa maiasa gyūnyū o nomimasu)
400,KO,나는 매일 아침에 우유를 마십니다,주어+빈도+시간에+목적어+를+동사. 확장 단문. naneun maeil achime uyureul masimnida
